game_id,points,offense,defense,offense_mean_rank,offense_median_rank,offense_trimmed_rank,defense_mean_rank,defense_median_rank,defense_trimmed_rank,mean_rank_diff,median_rank_diff,trimmed_rank_diff,rf_pred
739,7,Marshall,UT San Antonio,73.74,76,73.68,92.49,95,92.72,-18.75,-19,-19.039999999999992,28.21779390602515
740,17,Vanderbilt,Missouri,80.34,81,80.48,48.54,51,48.45,31.800000000000004,30,32.03,22.747021507040074
741,10,Michigan,Wisconsin,23.2,22,22.91,5.56,5,5.46,17.64,17,17.45,18.89972290640394
742,10,BYU,Massachusetts,104.12,106,104.47,105.98,108,106.21,-1.8599999999999994,-2,-1.7399999999999949,20.400529307389252
743,19,Air Force,Boise St,91.62,92,91.63,29.91,29.5,29.91,61.71000000000001,62.5,61.72,18.886590606931946
744,21,UTEP,Louisiana Tech,129.25,130,129.59,88.91,91,88.99,40.34,39,40.60000000000001,17.250247881017113
745,0,Hawaii,Utah St,119.54,120,119.8,84.57,85,84.71,34.97000000000001,35,35.09,18.81664108267285
746,7,Wyoming,Fresno St,77.85,79,78.03,46.19,43,46.03,31.659999999999997,36,32,21.413164495014374
747,0,South Alabama,Ga Southern,114.65,116,114.86,120.79,122,121.06,-6.140000000000001,-6,-6.200000000000003,21.47159345944213
748,7,Idaho,Coastal Car,112.71,114,112.86,119.83,121,120,-7.1200000000000045,-7,-7.140000000000001,29.65963990738501
749,28,Arizona,Oregon,50.7,50,50.5,39.78,39,39.66,10.920000000000002,11,10.840000000000003,26.318782708654748
750,24,Oregon St,Arizona St,115.88,117,116.31,41.44,40,41.02,74.44,77,75.28999999999999,19.36029913734252
751,14,California,Stanford,65.23,64,65.12,17.31,16,17.12,47.92,48,48,15.938666828043209
752,23,UCLA,USC,50.2,50,50.05,12.62,12,12.54,37.580000000000005,38,37.51,23.32142638880401
753,30,Utah,Washington,49.68,52,49.5,11.72,11,11.48,37.96,41,38.019999999999996,22.75427768271816
754,17,Navy,Notre Dame,51.61,52,51.33,11.16,10,10.99,40.45,42,40.339999999999996,22.189284390063033
755,23,Nevada,San Diego St,104.18,104,104.38,34.67,33,34.41,69.51,71,69.97,18.835171926374336
756,14,Kent,Akron,121.62,122,121.88,83.39,82,83.29,38.230000000000004,40,38.58999999999999,18.501750364013756
757,7,Ball St,Miami OH,125.54,126,125.8,97.8,98,98.05,27.74000000000001,28,27.75,17.401712997746056
758,31,Bowling Green,E Michigan,114.81,116,115.04,89.25,90,89.49,25.560000000000002,26,25.55000000000001,25.060235942809516
759,28,Mississippi St,Mississippi,26.12,27,26.12,62.27,63,62.11,-36.150000000000006,-36,-35.989999999999995,31.49817780908339
760,24,Ohio,Buffalo,62.63,63,62.51,85.25,86,85.32,-22.619999999999997,-23,-22.809999999999995,31.91256016146561
761,24,N Illinois,C Michigan,57.87,58,57.68,67.65,67,67.57,-9.780000000000008,-9,-9.889999999999993,32.14594817208389
762,14,Miami FL,Pittsburgh,12.94,12,12.89,64.3,65,64.18,-51.36,-53,-51.290000000000006,33.421820603638785
763,10,W Michigan,Toledo,78.47,79,78.33,32.47,31,32.14,46,48,46.19,19.016139220516706
764,42,South Florida,UCF,35.43,34,35.21,9.1,8,8.95,26.33,26,26.26,22.526298991446446
765,0,Virginia,Virginia Tech,63.33,62,63.21,19.41,19,19.25,43.92,43,43.96,16.478833460269104
766,14,Navy,Houston,51.61,52,51.33,48.13,47,47.77,3.479999999999997,5,3.559999999999995,25.40341651627357
767,14,Nebraska,Iowa,77.64,76,77.47,25.89,24,25.45,51.75,52,52.019999999999996,16.684756584197924
768,22,Baylor,TCU,104.83,111,105.15,15,15,14.98,89.83,96,90.17,16.316896082287098
769,23,Texas,Texas Tech,44.1,43,43.94,53.54,53,53.32,-9.439999999999998,-10,-9.380000000000003,34.33876923076923
770,10,New Mexico,San Diego St,113.56,114,113.77,34.67,33,34.41,78.89,81,79.36,14.897142344712142
771,17,WKU,Florida Intl,101.64,102,101.86,77.11,77,77.06,24.53,25,24.799999999999997,22.637923703073746
772,45,Arkansas,Missouri,83.09,83,83.19,48.54,51,48.45,34.550000000000004,32,34.739999999999995,23.888283802707328
773,9,Texas St,Troy,126.47,127,126.77,48.22,46,48.03,78.25,81,78.74,11.19527413127413
774,27,California,UCLA,65.23,64,65.12,50.2,50,50.05,15.030000000000001,14,15.070000000000007,26.606948033304622
775,12,Charlotte,FL Atlantic,126.26,127,126.63,37.09,34,36.72,89.17,93,89.91,11.683448984037092
776,21,Connecticut,Cincinnati,108.29,109,108.49,101.84,103,101.92,6.450000000000003,6,6.569999999999993,29.059640747880902
777,22,Florida,Florida St,69.78,70,69.85,40.13,39,39.82,29.65,31,30.029999999999994,24.40076105339454
778,10,Georgia St,Appalachian St,105.35,106,105.64,71.49,72,71.44,33.86,34,34.2,21.931348478727042
779,7,Georgia Tech,Georgia,48.67,48,48.54,2.73,2,2.68,45.940000000000005,46,45.86,15.917404319696141
780,17,Kentucky,Louisville,57.89,58,57.59,27.51,27,27.26,30.38,31,30.330000000000002,24.54988127177969
781,27,Marshall,Southern Miss,73.74,76,73.68,78.7,81,78.92,-4.960000000000008,-5,-5.239999999999995,24.028097622027534
782,3,Maryland,Penn St,75.53,74,75.65,7.69,7,7.54,67.84,67,68.11,14.22198959143387
783,20,Michigan,Ohio St,23.2,22,22.91,4.96,5,4.88,18.24,17,18.03,19.25319565825895
784,21,North Carolina,NC State,86.16,91,86.25,25.34,24,25.05,60.81999999999999,67,61.2,17.206157455848313
785,24,Indiana,Purdue,62.31,62,62.21,44.51,43,44.28,17.800000000000004,19,17.93,24.617654918495205
786,7,Rutgers,Michigan St,92.08,92,92.05,20.78,18,20.55,71.3,74,71.5,15.204319979907071
787,10,South Carolina,Clemson,38.11,36,37.84,2.1,2,2.05,36.01,34,35.790000000000006,15.950722258699935
788,14,Syracuse,Boston College,73.23,71,73.23,30.96,29,30.52,42.27,42,42.71000000000001,22.548959550348922
789,24,Tennessee,Vanderbilt,89.17,90,89.2,80.34,81,80.48,8.829999999999998,9,8.719999999999999,25.55529884781565
790,23,Wake Forest,Duke,32.82,32,32.49,53.03,51,52.77,-20.21,-19,-20.28,29.394929406406558
791,14,Alabama,Auburn,5.06,5,5.04,8.66,9,8.62,-3.6000000000000005,-4,-3.579999999999999,25.978075440702597
792,7,Illinois,Northwestern,107.92,108,108.22,20.83,20,20.68,87.09,88,87.53999999999999,14.216930903928064
793,19,Iowa St,Kansas St,33.95,34,33.59,45.64,46,45.47,-11.689999999999998,-12,-11.879999999999995,24.789509057159318
794,21,Texas A&M,LSU,45.46,45,45.32,21.18,21,21.07,24.28,24,24.25,24.72055694618273
795,24,ULL,Ga Southern,115.28,117,115.54,120.79,122,121.06,-5.510000000000005,-5,-5.519999999999996,22.727427597955707
796,6,UT San Antonio,Louisiana Tech,92.49,95,92.72,88.91,91,88.99,3.5799999999999983,4,3.730000000000004,21.33548171343447
797,50,ULM,Arkansas St,108.66,109,108.85,77.83,80,78.05,30.83,29,30.799999999999997,25.321549527465084
798,13,East Carolina,Memphis,107.55,108,107.72,21.31,20,21.3,86.24,88,86.42,15.40728672985782
799,10,Old Dominion,MTSU,108.61,108,108.74,92.5,94,92.62,16.11,14,16.11999999999999,22.04767156090491
800,0,Minnesota,Wisconsin,71.37,69,71.23,5.56,5,5.46,65.81,64,65.77000000000001,13.883663667315176
801,31,West Virginia,Oklahoma,44.8,44,44.59,4.97,4,4.94,39.83,40,39.650000000000006,20.833210671573138
802,17,Kansas,Oklahoma St,120.93,121,121.19,19.39,18.5,19.36,101.54,102.5,101.83,10.889652280498032
803,14,Rice,North Texas,125.18,126,125.54,65.82,64,65.71,59.360000000000014,62,59.83000000000001,13.990626464614904
804,38,Tulane,SMU,80.4,79,80.31,58.7,59,58.42,21.700000000000003,20,21.89,27.836314930566246
805,22,Tulsa,Temple,104.96,107,105.16,74.57,74,74.6,30.39,33,30.560000000000002,23.925236806495263
806,7,UTEP,UAB,129.25,130,129.59,89.48,91,89.66,39.769999999999996,39,39.93000000000001,16.676055887713016
807,35,Utah St,Air Force,84.57,85,84.71,91.62,92,91.63,-7.050000000000011,-7,-6.920000000000002,30.65599317988065
808,30,Arizona,Arizona St,50.7,50,50.5,41.44,40,41.02,9.260000000000005,10,9.479999999999997,27.904195908615797
809,10,Idaho,New Mexico St,112.71,114,112.86,101.82,103,102.09,10.89,11,10.769999999999996,24.71599869082686
810,13,Colorado,Utah,77.62,78,77.67,49.68,52,49.5,27.940000000000005,26,28.17,21.8241913663756
811,16,UNLV,Nevada,102.19,102,102.21,104.18,104,104.38,-1.990000000000009,-2,-2.1700000000000017,19.69992615566386
812,10,Oregon St,Oregon,115.88,117,116.31,39.78,39,39.66,76.1,78,76.65,17.18893967093236
813,17,Wyoming,San Jose St,77.85,79,78.03,125.87,126,126.27,-48.02000000000001,-47,-48.239999999999995,35.06646294881589
814,20,Notre Dame,Stanford,11.16,10,10.99,17.31,16,17.12,-6.149999999999999,-6,-6.130000000000001,26.21939184209683
815,14,Washington St,Washington,24.7,23,24.64,11.72,11,11.48,12.979999999999999,12,13.16,23.733876272513704
816,17,Boise St,Fresno St,29.91,29.5,29.91,46.19,43,46.03,-16.279999999999998,-13.5,-16.12,25.480586821803467
817,20,Hawaii,BYU,119.54,120,119.8,104.12,106,104.47,15.420000000000002,14,15.329999999999998,22.250125881168177
818,28,Stanford,USC,17.31,16,17.12,12.62,12,12.54,4.6899999999999995,4,4.580000000000002,25.556078359012208
819,14,ULL,Appalachian St,115.28,117,115.54,71.49,72,71.44,43.790000000000006,45,44.10000000000001,20.657489979181555
820,17,Ga Southern,Coastal Car,120.79,122,121.06,119.83,121,120,0.960000000000008,1,1.0600000000000023,23.618781741900886
821,10,Georgia St,Idaho,105.35,106,105.64,112.71,114,112.86,-7.359999999999999,-8,-7.219999999999999,27.857796203073075
822,25,Arkansas St,Troy,77.83,80,78.05,48.22,46,48.03,29.61,34,30.019999999999996,22.981535827830765
823,17,South Alabama,New Mexico St,114.65,116,114.86,101.82,103,102.09,12.830000000000013,13,12.769999999999996,25.824825196460615
824,45,Massachusetts,Florida Intl,105.98,108,106.21,77.11,77,77.06,28.870000000000005,31,29.14999999999999,25.72921281707279
825,10,ULM,Florida St,108.66,109,108.85,40.13,39,39.82,68.53,70,69.03,16.773682408243314
826,55,Memphis,UCF,21.31,20,21.3,9.1,8,8.95,12.209999999999999,12,12.350000000000001,24.155911622958
827,3,Miami FL,Clemson,12.94,12,12.89,2.1,2,2.05,10.84,10,10.84,20.216676569617746
828,17,North Texas,FL Atlantic,65.82,64,65.71,37.09,34,36.72,28.72999999999999,30,28.989999999999995,23.884386752395972
829,7,Auburn,Georgia,8.66,9,8.62,2.73,2,2.68,5.93,7,5.9399999999999995,22.188548831954275
830,28,Akron,Toledo,83.39,82,83.29,32.47,31,32.14,50.92,51,51.150000000000006,19.88467299051423
831,21,Wisconsin,Ohio St,5.56,5,5.46,4.96,5,4.88,0.5999999999999996,0,0.5800000000000001,25.548350181193975
832,17,TCU,Oklahoma,15,15,14.98,4.97,4,4.94,10.030000000000001,11,10.04,21.39433467613019
833,14,Fresno St,Boise St,46.19,43,46.03,29.91,29.5,29.91,16.279999999999998,13.5,16.12,21.831734772552043
834,13,Navy,Army,51.61,52,51.33,54.96,55,54.6,-3.3500000000000014,-3,-3.270000000000003,24.91011477321549
835,30,North Texas,Troy,65.82,64,65.71,48.22,46,48.03,17.599999999999994,18,17.679999999999993,24.399946479543292
836,17,WKU,Georgia St,101.64,102,101.86,105.35,106,105.64,-3.7099999999999937,-4,-3.780000000000001,20.06504575632514
837,28,Oregon,Boise St,39.78,39,39.66,29.91,29.5,29.91,9.870000000000001,9.5,9.749999999999996,23.587819206330177
838,28,Colorado St,Marshall,77.44,76,77.48,73.74,76,73.68,3.700000000000003,0,3.799999999999997,24.941983917577584
839,30,Arkansas St,MTSU,77.83,80,78.05,92.5,94,92.62,-14.670000000000002,-14,-14.570000000000007,27.516691747796443
840,3,Akron,FL Atlantic,83.39,82,83.29,37.09,34,36.72,46.3,48,46.57000000000001,18.86893040090795
841,10,SMU,Louisiana Tech,58.7,59,58.42,88.91,91,88.99,-30.209999999999994,-32,-30.569999999999993,27.48657044242234
842,3,Florida Intl,Temple,77.11,77,77.06,74.57,74,74.6,2.5400000000000063,3,2.460000000000008,21.755264241157658
843,6,UAB,Ohio,89.48,91,89.66,62.63,63,62.51,26.85,28,27.15,22.990466462376574
844,14,C Michigan,Wyoming,67.65,67,67.57,77.85,79,78.03,-10.199999999999989,-12,-10.460000000000008,30.463860107657364
845,34,Texas Tech,South Florida,53.54,53,53.32,35.43,34,35.21,18.11,19,18.11,25.747654840649428
846,35,San Diego St,Army,34.67,33,34.41,54.96,55,54.6,-20.29,-22,-20.190000000000005,31.06887151373536
847,0,Toledo,Appalachian St,32.47,31,32.14,71.49,72,71.44,-39.019999999999996,-41,-39.3,32.17959779435615
848,27,Houston,Fresno St,48.13,47,47.77,46.19,43,46.03,1.9400000000000048,4,1.740000000000002,25.235095856524428
849,14,West Virginia,Utah,44.8,44,44.59,49.68,52,49.5,-4.880000000000003,-8,-4.909999999999997,28.636429884037767
850,14,N Illinois,Duke,57.87,58,57.68,53.03,51,52.77,4.839999999999996,7,4.909999999999997,27.09427266555576
851,17,UCLA,Kansas St,50.2,50,50.05,45.64,46,45.47,4.560000000000002,4,4.579999999999998,27.02777948120439
852,13,Southern Miss,Florida St,78.7,81,78.92,40.13,39,39.82,38.57,42,39.1,22.269540283045046
853,20,Boston College,Iowa,30.96,29,30.52,25.89,24,25.45,5.07,5,5.07,26.25131252161338
854,35,Arizona,Purdue,50.7,50,50.5,44.51,43,44.28,6.190000000000005,7,6.219999999999999,29.98836255355352
855,16,Missouri,Texas,48.54,51,48.45,44.1,43,43.94,4.439999999999998,8,4.510000000000005,23.325545611555974
856,49,Navy,Virginia,51.61,52,51.33,63.33,62,63.21,-11.719999999999999,-10,-11.880000000000003,34.34040054394857
857,30,Oklahoma St,Virginia Tech,19.39,18.5,19.36,19.41,19,19.25,-0.019999999999999574,-0.5,0.10999999999999943,29.70331733778427
858,39,TCU,Stanford,15,15,14.98,17.31,16,17.12,-2.3099999999999987,-1,-2.1400000000000006,30.15916097443027
859,42,Michigan St,Washington St,20.78,18,20.55,24.7,23,24.64,-3.919999999999998,-5,-4.09,28.736791005042438
